VOLKRAJ;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;POCPROCVSE;MANDAT;PORADIMAND;PORADINAHR
2;14;17;"Jaroslav";"Radoò";"";"";60;"technik";"Nymburk";537004;1173;1173;"A";10;0;1.16;"N";0;0
2;14;18;"Petra";"Kowalská";"";"";41;"vedoucí ubytovacího zaøízení";"Neratovice";535087;99;1173;"A";6;0;.69;"N";0;0
2;14;19;"Otto";"Naï";"";"";30;"bankovní úøedník";"Slanı";532819;1173;1173;"A";1;0;.11;"N";0;0
2;14;20;"Radka";"Biskupová";"";"";48;"zamìstnanec v pohostinství";"Slanı";532819;1173;1173;"A";1;0;.11;"N";0;0
2;14;21;"Radek";"Navrátil";"";"";35;"pojišovací makléø";"Praha";1;1173;1173;"A";3;0;.34;"N";0;0
2;14;22;"Tomáš";"Šercl";"";"";53;"sportovní øeditel";"Straky";537853;1173;1173;"A";3;0;.34;"N";0;0
2;14;23;"Lenka";"Èepeláková";"";"";47;"úèetní";"Kolín";533165;1173;1173;"A";5;0;.58;"N";0;0
2;14;24;"Jaroslav";"Filip";"Ing.";"";61;"pojišovací makléø";"Praha";1;99;1173;"A";1;0;.11;"N";0;0
2;14;25;"Pavla";"Bártová";"Ing.";"";46;"øeditelka provozu";"Bøezová-Oleško";599735;1173;1173;"A";2;0;.23;"N";0;0
2;14;26;"Veronika";"Houbová";"";"";36;"úèetní";"Hostivice";539244;1173;1173;"A";7;0;.81;"N";0;0
2;14;27;"Kateøina";"Jansová";"";"";41;"pojišovací makléø";"Kolín";533165;1173;1173;"A";9;0;1.04;"N";0;0
2;14;28;"Dagmar";"Mašková";"";"";44;"vedoucí èerpací stanice";"Klecany";538311;99;1173;"A";3;0;.34;"N";0;0
2;14;29;"Miroslav";"Novotnı";"";"";63;"dùchodce";"Semice";537781;1173;1173;"A";4;0;.46;"N";0;0
2;14;30;"Eva";"Hejduková";"";"";42;"odborná referentka";"Zvole";539902;1173;1173;"A";3;0;.34;"N";0;0
2;14;31;"Vojtìch";"Doubek";"";"";21;"finanèní poradce";"Naèeradec";530212;99;1173;"A";8;0;.92;"N";0;0
2;14;32;"Tereza";"Lavická";"";"";42;"mateøská dovolená";"Praha";1;1173;1173;"A";1;0;.11;"N";0;0
2;14;33;"Ivo";"Houba";"";"";54;"provozní technik";"Hostivice";539244;1173;1173;"A";9;0;1.04;"N";0;0
2;14;34;"Gabriela";"Bastlová";"";"";40;"mateøská dovolená";"Knìeves";539384;1173;1173;"A";5;0;.58;"N";0;0
2;15;1;"Ivan";"Bartoš";"PhDr.";"Ph.D.";37;"systémovı architekt";"Praha";1;720;720;"A";13361;16.73;16.73;"A";1;0
2;15;2;"Lenka";"Kozlová";"";"";56;"pedagog";"Milín";540757;720;720;"A";3021;0;3.78;"A";2;0
2;15;3;"František";"Kopøiva";"";"";21;"laboratorní specialista, copywriter";"Mladá Boleslav";535419;720;720;"A";2224;0;2.78;"A";3;0
2;15;4;"Petr";"Procházka";"";"";36;"vlakvedoucí mezinárodních vlakù, promotér";"Nymburk";537004;720;720;"A";1675;0;2.09;"N";0;1
2;15;5;"Jan";"Lukášek";"Bc.";"";38;"místostarosta obce, zemìdìlskı podnikatel";"Kmetinìves";532479;720;720;"A";1261;0;1.57;"N";0;2
2;15;6;"Tomáš";"Zmuda";"Ing.";"";29;"projektovı manaer, vıvojáø";"Jinoèany";539350;720;720;"A";1189;0;1.48;"N";0;3
2;15;7;"Petra";"Smutná";"Bc.";"";39;"ekonomka";"Mladá Boleslav";535419;720;720;"A";1694;0;2.12;"N";0;4
2;15;8;"Antonín";"Schejbal";"";"";21;"promotér, DJ";"Pøíbram";539911;720;720;"A";618;0;.77;"N";0;5
2;15;9;"Petr";"Chaluš";"Mgr.";"";44;"pøedseda Fóra rodièù";"Praha";1;99;720;"A";630;0;.78;"N";0;6
2;15;10;"Vojtìch";"Vopaøil";"Ing.";"";28;"programátor";"Beroun";531057;720;720;"A";992;0;1.24;"N";0;7
2;15;11;"Daniel";"Prim";"";"";34;"webaø";"Podìbrady";537683;720;720;"A";350;0;.43;"N";0;8
2;15;12;"Zdenìk";"Lajbner";"RNDr.";"Ph.D.";39;"vìdeckı pracovník";"Chyòava";531294;720;720;"A";1644;0;2.05;"N";0;9
2;15;13;"Magda";"Pektorová";"Ing.";"";41;"sekretáøka, office manager, praktickı vizionáø";"Praha";1;1180;720;"A";537;0;.67;"N";0;10
2;15;14;"Miroslav";"Kozák";"";"";64;"dùchodce, OSVÈ, trenér";"Praha";1;1180;720;"A";199;0;.24;"N";0;11
2;15;15;"Jan";"Jurik";"";"";32;"elektrikáø, provozovatel e-shopù";"Kladno";532053;720;720;"A";294;0;.36;"N";0;12
2;15;16;"Jan";"Lièka";"Ing.";"";36;"projektovı manaer, konzultant logistiky";"Struhaøov";530689;720;720;"A";423;0;.52;"N";0;13
2;15;17;"Jakub";"Václavoviè";"";"";22;"volnoèasovı pedagog, onglér";"Plzeò";2;720;720;"A";315;0;.39;"N";0;14
2;15;18;"Vojtìch";"Ertl";"Ing. arch.";"";30;"architekt";"Kolín";533165;720;720;"A";784;0;.98;"N";0;15
2;15;19;"Pavel";"Mládek";"";"DiS.";26;"zdravotnickı záchranáø";"Køeè";548201;720;720;"A";620;0;.77;"N";0;16
2;15;20;"Tomáš";"Krejèí";"";"";28;"IT databáze, konzultant";"Kladno";532053;720;720;"A";393;0;.49;"N";0;17
2;15;21;"Michal";"Limberk";"";"";35;"OSVÈ, otec v domácnosti";"Novı Knín";540901;720;720;"A";295;0;.36;"N";0;18
2;15;22;"Robert";"Šíp";"";"";29;"kuchaø, prodavaè";"atec";566985;720;720;"A";114;0;.14;"N";0;19
2;15;23;"Petr";"Malínskı";"";"";29;"provozovatel klubu, promotér";"Dolní Branná";579122;720;720;"A";180;0;.22;"N";0;20
2;15;24;"Tomáš";"Felix";"";"";28;"saunovı mistr";"Kralupy nad Vltavou";534951;720;720;"A";265;0;.33;"N";0;21
2;15;25;"Pavel";"Mendl";"Ing.";"";53;"softwarovı inenır";"Ptice";532789;720;720;"A";449;0;.56;"N";0;22
2;15;26;"Pavel";"Kvíz";"";"";30;"barman, hudební producent";"Kostelní Lhota";537314;720;720;"A";269;0;.33;"N";0;23
2;15;27;"Kateøina";"Valenèíková";"Bc.";"";37;"rodièovská dovolená";"Kladno";532053;99;720;"A";382;0;.47;"N";0;24
2;15;28;"Jiøina";"Pøikrylová";"Mgr.";"";34;"uèitelka ZŠ";"Dolní Cerekev";587044;99;720;"A";431;0;.53;"N";0;25
2;15;29;"Antonín";"Klejzar";"";"";27;"specialista technické podpory";"Praha";1;99;720;"A";121;0;.15;"N";0;26
2;15;30;"Jana";"Vodrhánková";"Ing.";"";54;"zemìdìlec, provozovatelka první pomoci v krizi";"Ondøejov";538582;1005;720;"A";550;0;.68;"N";0;27
2;15;31;"Robert";"Koelskı";"Ing. Bc.";"LL.M., DBA";41;"podnikatel ve stavebnictví a dopravì, lektor";"Dolní Bøeany";539210;1005;720;"A";527;0;.66;"N";0;28
2;15;32;"Petr";"Koreckı";"";"";25;"nástrojaø";"Pøíbram";539911;99;720;"A";125;0;.15;"N";0;29
2;15;33;"Martin";"Polák";"";"";32;"polygraf";"Kolín";533165;99;720;"A";140;0;.17;"N";0;30
2;15;34;"Pavel";"Janeèek";"";"";52;"stráník MP Hl. m. Prahy";"Dobøichovice";539198;1005;720;"A";136;0;.17;"N";0;31
2;17;1;"Ferdinand";"Chalupa";"";"";61;"OSVÈ";"ielice";533947;1183;1183;"A";14;0;4.08;"N";0;0
2;17;2;"Ferdinand";"Chalupa";"";"";34;"OSVÈ";"ielice";533947;1183;1183;"A";32;9.32;9.32;"N";0;0
2;19;1;"Karel";"Zvára";"Ing.";"";41;"ekonom, jednatel, systémovı architekt";"Tınec nad Sázavou";530841;1178;1178;"A";26;0;4.76;"N";0;0
2;19;2;"Denisa";"Rohanová";"";"";42;"asistentka poslance, prezidentka Èes. asoc. povin.";"Kralupy nad Vltavou";534951;99;1178;"A";47;8.6;8.6;"N";0;0
2;19;3;"Milan";"Radoòskı";"Bc.";"";48;"kriminalista";"Tuøany";532177;99;1178;"A";32;5.86;5.86;"N";0;0
2;19;4;"Michaela";"Rudolecká";"Mgr.";"";32;"právnièka, chovatelka irskıch vlkodavù";"Luná";542041;99;1178;"A";32;5.86;5.86;"N";0;0
2;19;5;"Petr";"ák";"Bc.";"DiS.";38;"bezpeènostní konzultant, novináø a fotograf";"Jesenice";539325;99;1178;"A";16;0;2.93;"N";0;0
2;19;6;"Jordanka";"Jirásková";"";"";32;"publicistka";"Velké Pøílepy";539813;99;1178;"A";15;0;2.74;"N";0;0
2;19;7;"Hedvika";"Javná";"";"";51;"veterinární sestra, asistentka";"Praha";1;99;1178;"A";9;0;1.64;"N";0;0
2;19;8;"Jan";"Puchmertl";"";"";65;"dùchodce, ivnostník";"Pyšely";538680;99;1178;"A";3;0;.54;"N";0;0
2;19;9;"Jan";"Štìpánek";"";"";39;"manaer";"Praha";1;99;1178;"A";6;0;1.09;"N";0;0
2;19;10;"Iveta";"Dusilová";"";"";51;"v domácnosti";"Hrusice";538248;99;1178;"A";5;0;.91;"N";0;0
2;19;11;"Radek";"Tauš";"";"";42;"podnikatel, konzultant";"Velké Pøílepy";539813;99;1178;"A";5;0;.91;"N";0;0
2;19;12;"Alena";"Jelínková";"";"";46;"zástupce vedoucí prodejny";"Kladno";532053;99;1178;"A";6;0;1.09;"N";0;0
2;19;13;"Rudolf";"Sùkup";"";"";70;"dùchodce, dìlník (opraváø)";"Praha";1;99;1178;"A";5;0;.91;"N";0;0
2;19;14;"Petra";"Synková";"";"";46;"referentka zákaznického centra";"Bìrunice";537021;99;1178;"A";4;0;.73;"N";0;0
2;19;15;"Hana";"Duraidiová";"";"";63;"lektorka anglického jazyka, dùchodkynì";"Kladno";532053;99;1178;"A";7;0;1.28;"N";0;0
2;19;16;"Zdenìk";"Piškule";"";"";41;"IT specialista";"Neratovice";535087;99;1178;"A";12;0;2.19;"N";0;0
2;19;17;"Václav";"Kolka";"";"";63;"dùchodce";"Mnichovice";538493;99;1178;"A";3;0;.54;"N";0;0
2;19;18;"Petr";"Masák";"";"";48;"odbornı konzultant";"Neratovice";535087;99;1178;"A";2;0;.36;"N";0;0
2;19;19;"Oto";"Trejbal";"";"";61;"elektrotechnik, podnikatel";"Statenice";539686;99;1178;"A";3;0;.54;"N";0;0
2;19;20;"Radek";"Heøman";"";"";40;"elektrikáø";"Bezno";535478;99;1178;"A";8;0;1.46;"N";0;0
2;19;21;"Marek";"Elstner";"";"";43;"mechanik seøizovaè";"Mladá Boleslav";535419;99;1178;"A";10;0;1.83;"N";0;0
2;19;22;"Pavel";"Táborskı";"";"";36;"vedoucí pracovník IT";"Praha";1;99;1178;"A";2;0;.36;"N";0;0
2;19;23;"Robert";"Králík";"";"";24;"student";"Praha";1;99;1178;"A";3;0;.54;"N";0;0
2;19;24;"Martin";"Hejl";"";"";40;"obchodní manaer";"Brno";3;99;1178;"A";1;0;.18;"N";0;0
2;19;25;"Renata";"Danišová";"";"";42;"provozní";"Brno";3;99;1178;"A";0;0;0;"N";0;0
2;19;26;"Jaroslav";"Mièánek";"";"";51;"realitní makléø";"Rousínov";593559;99;1178;"A";1;0;.18;"N";0;0
2;19;27;"Adam";"Hromèík";"";"";28;"fitness trenér";"Brno";3;99;1178;"A";5;0;.91;"N";0;0
2;19;28;"Kryštof";"Horáèek";"";"";34;"specialista kurzovıch sázek";"Praha";1;99;1178;"A";2;0;.36;"N";0;0
2;19;29;"Andrea";"Rizmanová";"";"";21;"servírka";"Brno";3;99;1178;"A";7;0;1.28;"N";0;0
2;19;30;"Michal";"Paulík";"";"";29;"konzultant";"Blaovice";582841;99;1178;"A";1;0;.18;"N";0;0
2;19;31;"Vìra";"Øezníèková";"";"";63;"podnikatelka";"Praha";1;99;1178;"A";3;0;.54;"N";0;0
2;19;32;"Radomír";"Popela";"";"";60;"øidiè";"Brno";3;99;1178;"A";0;0;0;"N";0;0
2;19;33;"Filip";"Luffer";"";"";23;"barman";"Brno";3;99;1178;"A";1;0;.18;"N";0;0
2;19;34;"Nikolas";"Delios";"";"";33;"barman";"Brno";3;99;1178;"A";1;0;.18;"N";0;0
2;20;1;"Miroslav";"Kalousek";"Ing.";"";56;"poslanec, pøedseda TOP 09";"Bechynì";552054;721;721;"A";8018;19.16;19.16;"A";1;0
2;20;2;"Jan";"Jakob";"";"";34;"starosta Roztok";"Roztoky";539627;721;721;"A";2170;5.18;5.18;"N";0;1
2;20;3;"Václav";"Švenda";"Mgr.";"";43;"místostarosta Pøíbrami, pedagog";"Pøíbram";539911;721;721;"A";1803;0;4.3;"N";0;2
2;20;4;"Petr";"Matušina";"MVDr.";"MBA";62;"soukromı veterinární lékaø";"Lysá nad Labem";537454;721;721;"A";1246;0;2.97;"N";0;3
2;20;5;"Helena";"Langšádlová";"Mgr.";"";54;"poslankynì, místopøedsedkynì TOP 09";"Èernošice";539139;721;721;"A";3447;8.23;8.23;"A";2;0
2;20;6;"Jana";"Havelková";"Ing.";"";58;"projektová manaerka, zastupitelka Kostelce n.È.l.";"Kostelec nad Èernımi lesy";533416;721;721;"A";956;0;2.28;"N";0;4
2;20;7;"Tomáš";"Trè";"prof. MUDr.";"CSc., MBA";62;"lékaø - ortoped, pøednosta kliniky";"Praha";1;99;721;"A";1580;0;3.77;"N";0;5
2;20;8;"Jaroslav";"Suk";"Ing.";"";57;"øeditel letecké pøehlídky CIAF";"Kutná Hora";533955;721;721;"A";393;0;.93;"N";0;6
2;20;9;"Tomáš";"Klineckı";"Mgr.";"";37;"místostarosta Èeského Brodu, advokát";"Èeskı Brod";533271;721;721;"A";685;0;1.63;"N";0;7
2;20;10;"Petr";"Nohel";"Mgr.";"Ph.D.";39;"univerzitní prac., genealog, pøedseda Koruny Èeské";"Roztoky";539627;55;721;"A";796;0;1.9;"N";0;8
2;20;11;"Marek";"Jansta";"JUDr.";"LL.M.";42;"advokát";"Mnichovo Hradištì";536326;721;721;"A";474;0;1.13;"N";0;9
2;20;12;"Aleš";"Kocourek";"Ing.";"";48;"ekonom, podnikatel";"Kly";534897;721;721;"A";241;0;.57;"N";0;10
2;20;13;"Jan";"Švácha";"Ing.";"";52;"vrchní ministerskı rada MMR, zastupitel Rakovníka";"Rakovník";541656;721;721;"A";402;0;.96;"N";0;11
2;20;14;"Marcela";"Procházková";"MUDr.";"";57;"lékaøka - pediatrièka";"Kutná Hora";533955;99;721;"A";819;0;1.95;"N";0;12
2;20;15;"Tomáš";"Janák";"";"";43;"manaer ve státní správì, zastupitel Èelákovic";"Èelákovice";538132;721;721;"A";278;0;.66;"N";0;13
2;20;16;"Antonín";"Tolkaèev";"Ing.";"";50;"podnikatel, krizovı management";"Libušín";532576;721;721;"A";135;0;.32;"N";0;14
2;20;17;"Jana";"Muíková";"Mgr.";"";43;"pedagog, zastupitelka Neveklova";"Neveklov";530310;99;721;"A";477;0;1.13;"N";0;15
2;20;18;"Bohumil";"Herèík";"Mgr.";"";56;"øeditel ZŠ Kolín";"Kolín";533165;721;721;"A";212;0;.5;"N";0;16
2;20;19;"Jan Martin";"Jeèmínek";"MUDr.";"";73;"lékaø - chirurg, zaklad. Strany zelenıch, kaktusáø";"Kolín";533165;99;721;"A";440;0;1.05;"N";0;17
2;20;20;"Pavel";"Schmidt";"";"";55;"starosta Èernolic";"Èernolice";539121;721;721;"A";175;0;.41;"N";0;18
2;20;21;"Radek";"Hondl";"";"";49;"manaer logistiky";"Nové Strašecí";542164;721;721;"A";78;0;.18;"N";0;19
2;20;22;"Petr";"Mistoler";"MUDr.";"";43;"ambulantní psychiatr";"Mladá Boleslav";535419;721;721;"A";379;0;.9;"N";0;20
2;20;23;"Petra";"Neubergerová";"Mgr.";"";50;"místostarostka Dobøíše, advokátka";"Dobøíš";540111;721;721;"A";389;0;.92;"N";0;21
2;20;24;"Petr";"Lojka";"Ing.";"";49;"konstruktér, programátor";"Beroun";531057;721;721;"A";184;0;.43;"N";0;22
2;20;25;"Zdenìk";"Jeøábek";"";"";56;"hudebník";"Kutná Hora";533955;721;721;"A";174;0;.41;"N";0;23
2;20;26;"Kateøina";"Kotková";"Mgr.";"";26;"uèitelka èeštiny pro cizince, studentka FF UK";"Rakovník";541656;721;721;"A";848;0;2.02;"N";0;24
2;20;27;"Petr";"Køemen";"Bc.";"";28;"prùvodce CK";"Kolín";533165;721;721;"A";182;0;.43;"N";0;25
2;20;28;"Jaroslav";"Steinbach";"";"";43;"stavitel";"Velké Popovice";538981;721;721;"A";89;0;.21;"N";0;26
2;20;29;"Jana";"Valentová";"";"";35;"ekonomka na ZUŠ";"Bradlec";570788;721;721;"A";149;0;.35;"N";0;27
2;20;30;"Tomáš";"Müller";"";"";59;"provozovatel penzionu v Krkonoších";"Lány";541991;24;721;"A";55;0;.13;"N";0;28
2;20;31;"Oskar";"Blaek";"";"";23;"student PF UK, poøadatel Olympiády lidskıch práv";"Mìlník";534676;721;721;"A";621;0;1.48;"N";0;29
2;20;32;"Marek";"Školoud";"Mgr.";"";29;"jednatel textil. spol., pøed. Spolku Praské ulice";"Pøíbram";539911;721;721;"A";261;0;.62;"N";0;30
2;20;33;"Pavel";"Rynt";"Mgr.";"";74;"pedagog";"Kralupy nad Vltavou";534951;40;721;"A";100;0;.23;"N";0;31
2;20;34;"Petr";"Tiso";"MUDr.";"MBA";50;"lék.,mana.Ústavu pro péèi o matku a dítì, zastup.";"Jesenice";539325;721;721;"A";762;0;1.82;"N";0;32
2;21;1;"Andrej";"Babiš";"Ing.";"";63;"pøedseda hnutí ANO 2011, poslanec";"Prùhonice";539571;768;768;"A";48645;25.68;25.68;"A";1;0
2;21;2;"Milan";"Hnilièka";"";"";44;"manaer hokejové reprezentace";"Velká Dobrá";533025;99;768;"A";8188;0;4.32;"A";3;0
2;21;3;"Andrea";"Brzobohatá";"";"";46;"manaerka neziskovıch organizací";"Brno";3;99;768;"A";3578;0;1.88;"A";4;0
2;21;4;"Jaroslava";"Pokorná Jermanová";"Ing.";"";47;"hejtmanka Støedoèeského kraje";"Benešov";529303;768;768;"A";14553;7.68;7.68;"A";2;0
2;21;5;"František";"Petrtıl";"Ing.";"";58;"poslanec";"Mladá Boleslav";535419;768;768;"A";3608;0;1.9;"A";5;0
2;21;6;"Julius";"Špièák";"prof. MUDr.";"CSc.";65;"pøednosta kliniky";"Ptice";532789;768;768;"A";4067;0;2.14;"A";6;0
2;21;7;"Stanislav";"Berkovec";"Mgr.";"";61;"poslanec";"Slanı";532819;768;768;"A";2827;0;1.49;"A";7;0
2;21;8;"Marcela";"Melková";"";"";46;"èlenka Praského filharmonického sboru, zpìvaèka";"Kamenice";538299;768;768;"A";1334;0;.7;"A";8;0
2;21;9;"Pøemysl";"Mališ";"";"";37;"projektovı manaer";"Èernošice";539139;768;768;"A";962;0;.5;"A";9;0
2;21;10;"Milan";"Pour";"Ing.";"";52;"starosta mìsta Milovice";"Milovice";537501;768;768;"A";1957;0;1.03;"N";0;1
2;21;11;"Miroslav";"Samaš";"";"";51;"místostarosta mìsta Rakovník";"Rakovník";541656;768;768;"A";1011;0;.53;"N";0;2
2;21;12;"Adriena";"Gabrielová";"Mgr.";"";44;"místostarostka mìsta Nymburk";"Nymburk";537004;768;768;"A";1800;0;.95;"N";0;3
2;21;13;"Miloš";"Babiš";"";"";57;"poslanec";"Mnichovice";538493;768;768;"A";1450;0;.76;"N";0;4
2;21;14;"Ivana";"Dobešová";"PaedDr.";"";57;"poslankynì";"Votice";530905;99;768;"A";1635;0;.86;"N";0;5
2;21;15;"Igor";"Karen";"MUDr.";"";53;"lékaø";"Mìlník";534676;768;768;"A";1849;0;.97;"N";0;6
2;21;16;"Radka";"Vladyková";"Mgr.";"";44;"starostka mìsta Jesenice";"Jesenice";539325;768;768;"A";1368;0;.72;"N";0;7
2;21;17;"Drahomír";"Blaej";"Ing.";"MBA";55;"dopravní pilot";"Èáslav";534005;768;768;"A";1745;0;.92;"N";0;8
2;21;18;"Dušan";"Strakula";"Mgr.";"";42;"speciální pedagog";"Pøíbram";539911;768;768;"A";1435;0;.75;"N";0;9
2;21;19;"Martin";"Herman";"";"";47;"senior manaer";"Ovèáry";533572;768;768;"A";610;0;.32;"N";0;10
2;21;20;"Jiøí";"Müller";"Ing.";"";58;"starosta mìsta Kosmonosy";"Kosmonosy";570826;768;768;"A";1449;0;.76;"N";0;11
2;21;21;"Petr";"Karban";"Ing.";"";50;"podnikatel";"Hoøovice";531189;768;768;"A";840;0;.44;"N";0;12
2;21;22;"František";"Martínek";"";"";59;"podnikatel";"Kolín";533165;768;768;"A";901;0;.47;"N";0;13
2;21;23;"Markéta";"Èermáková";"Ing.";"MBA";48;"radní pro bezpeènost a správu majetku mìsta Dobøíš";"Dobøíš";540111;768;768;"A";1007;0;.53;"N";0;14
2;21;24;"Zdenìk";"Sedláèek";"Ing.";"MBA";52;"vedoucí technického oddìlení";"Kutná Hora";533955;99;768;"A";784;0;.41;"N";0;15
2;21;25;"Václav";"Porazík";"";"";38;"starosta obce Kolešov";"Kolešov";565199;768;768;"A";554;0;.29;"N";0;16
2;21;26;"Jiøí";"Landa";"MUDr.";"";61;"lékaø - fytoterapeut";"Praha";1;768;768;"A";694;0;.36;"N";0;17
2;21;27;"Martin";"Stolín";"Mgr.";"Ph.D.";52;"jednatel nestátního zdravotnického zaøízení";"Lodìnice";531464;768;768;"A";352;0;.18;"N";0;18
2;21;28;"Jakub";"Hostek";"Mgr.";"";33;"bezpeènostní øeditel";"Benešov";529303;768;768;"A";1232;0;.65;"N";0;19
2;21;29;"Václav";"Hájek";"";"";60;"bezpeènostní øeditel";"Èeskı Brod";533271;768;768;"A";450;0;.23;"N";0;20
2;21;30;"Romana";"Fischerová";"";"";48;"obchodní specialista";"Lysá nad Labem";537454;768;768;"A";359;0;.18;"N";0;21
2;21;31;"Jakub";"Starı";"Ing.";"";32;"koordinátor controllingu";"Mladá Boleslav";535419;768;768;"A";708;0;.37;"N";0;22
2;21;32;"Barbora";"Daòhová";"MUDr.";"";43;"primáøka";"Pøíbram";539911;768;768;"A";1534;0;.81;"N";0;23
2;21;33;"Martin";"Luksík";"Mgr.";"";50;"øeditel ZŠ";"Kralupy nad Vltavou";534951;768;768;"A";664;0;.35;"N";0;24
2;21;34;"Jindøich";"Neumann";"";"";62;"podnikatel";"Postøiín";538647;768;768;"A";283;0;.14;"N";0;25
2;22;1;"Martin";"Kuruc";"";"";28;"øeditel";"Chomutov";562971;99;1127;"A";15;0;4.1;"N";0;0
2;22;2;"Tomáš";"Kuèera";"Ing.";"";30;"podnikatel";"Praha";1;99;1127;"A";12;0;3.28;"N";0;0
2;22;3;"Romana";"Kurucová";"";"";35;"podnikatelka";"Jesenice";539325;99;1127;"A";9;0;2.46;"N";0;0
2;22;4;"Jiøí";"Volnı";"";"";53;"podnikatel";"Brno";3;99;1127;"A";5;0;1.36;"N";0;0
2;22;5;"Jitka";"Sotáková";"";"";53;"kontrolorka";"Mariánské Láznì";554642;99;1127;"A";2;0;.54;"N";0;0
2;22;6;"Jiøí";"Skála";"";"";74;"podnikatel";"Praha";1;99;1127;"A";4;0;1.09;"N";0;0
2;22;7;"Miloslav";"Kácha";"";"";53;"podnikatel";"Knìeves";539384;99;1127;"A";10;0;2.73;"N";0;0
2;22;8;"Martin";"Chlada";"";"";59;"podnikatel";"Mariánské Láznì";554642;99;1127;"A";0;0;0;"N";0;0
2;22;9;"Milan";"Soták";"";"";66;"dùchodce";"Mariánské Láznì";554642;99;1127;"A";0;0;0;"N";0;0
2;22;10;"Stanislav";"Kettner";"";"";44;"podnikatel";"Knìeves";539384;99;1127;"A";13;0;3.56;"N";0;0
2;22;11;"Robert";"Benda";"";"";45;"podnikatel";"Plzeò";2;99;1127;"A";1;0;.27;"N";0;0
2;22;12;"Rùena";"Novotná";"";"";63;"dùchodkynì";"Dolní Tøebonín";545473;99;1127;"A";2;0;.54;"N";0;0
2;22;13;"Lucie";"Fagalová";"";"";25;"servisní technik";"Pøídolí";545724;99;1127;"A";5;0;1.36;"N";0;0
2;22;14;"Jiøí";"Bukovskı";"";"";60;"profesionální hasiè";"Kostelec nad Labem";534935;99;1127;"A";7;0;1.91;"N";0;0
2;22;15;"Michal";"Šebek";"";"";28;"automechanik";"Ústí nad Labem";5;99;1127;"A";2;0;.54;"N";0;0
2;22;16;"Jan";"Prousek";"";"";51;"øidiè";"Povrly";568155;99;1127;"A";1;0;.27;"N";0;0
2;22;17;"Petr";"Grus";"";"";33;"podnikatel";"Hradec Králové";569810;99;1127;"A";2;0;.54;"N";0;0
2;22;18;"Michal";"Pomeisl";"";"";40;"IT technik";"Povrly";568155;99;1127;"A";3;0;.82;"N";0;0
2;22;19;"Jan";"Rohrbach";"";"";23;"prodavaè";"Dubí";567507;99;1127;"A";2;0;.54;"N";0;0
2;22;20;"Zdeòka";"Voráèková";"";"";57;"vedoucí prodejny";"Teplice";567442;99;1127;"A";1;0;.27;"N";0;0
2;22;21;"Lenka";"Jáchimová";"";"";44;"vedoucí prodejny";"Teplice";567442;99;1127;"A";3;0;.82;"N";0;0
2;22;22;"Pavla";"Vandlíèková";"";"";39;"zástupkynì vedoucího";"im";567884;99;1127;"A";3;0;.82;"N";0;0
2;22;23;"Jan";"Tarnóczi";"";"";23;"prodavaè";"Dubí";567507;99;1127;"A";2;0;.54;"N";0;0
2;22;24;"Petr";"Záveskı";"";"";45;"obrábìè kovù";"Ústí nad Labem";5;99;1127;"A";1;0;.27;"N";0;0
2;22;25;"Romana";"Záveská";"";"";47;"stráná";"Ústí nad Labem";5;99;1127;"A";0;0;0;"N";0;0
2;22;26;"Romana";"Hnízdilová";"";"";36;"prodavaèka";"Bany";567485;99;1127;"A";3;0;.82;"N";0;0
2;22;27;"Stanislav";"Hnízdil";"";"";47;"údrbáø";"Bany";567485;99;1127;"A";1;0;.27;"N";0;0
2;22;28;"Jindøich";"Pospíšil";"";"";65;"strojvedoucí na šachtì";"Chomutov";562971;99;1127;"A";1;0;.27;"N";0;0
2;22;29;"Naïa";"Pospíšilová";"";"";62;"krejèová";"Chomutov";562971;99;1127;"A";1;0;.27;"N";0;0
2;22;30;"Rùena";"Hamouzová";"";"";67;"inspektorka";"Hrušovany";563072;99;1127;"A";5;0;1.36;"N";0;0
2;22;31;"Jana";"Zelenková";"";"";38;"realitní makléø";"Hrušovany";563072;99;1127;"A";0;0;0;"N";0;0
2;22;32;"Štìpána";"Èerná";"";"";26;"prodavaèka";"Ústí nad Labem";5;99;1127;"A";0;0;0;"N";0;0
2;22;33;"Václava";"Makovcová";"Mgr.";"";61;"uèitelka ZŠ";"Tøebotov";539759;99;1127;"A";5;0;1.36;"N";0;0
2;23;1;"Dušan";"Kuèera";"Mgr.";"";55;"podnikatel";"Beroun";531057;1125;1125;"A";66;5.48;5.48;"N";0;0
2;23;2;"Tomáš";"Franìk";"";"";31;"podnikatel";"Tınec nad Sázavou";530841;1125;1125;"A";41;0;3.4;"N";0;0
2;23;3;"Miroslava";"Jursová";"";"";61;"zdravotní sestra";"Milovice";537501;1125;1125;"A";32;0;2.65;"N";0;0
2;23;4;"Stanislava";"Novosádová";"";"";51;"zdravotnice";"Brandıs nad Labem-Stará Boleslav";538094;1125;1125;"A";41;0;3.4;"N";0;0
2;23;5;"Josef";"Sahula";"Bc.";"";48;"technik";"Teplıšovice";530760;99;1125;"A";25;0;2.07;"N";0;0
